ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,,Michal Worek,,,Denis Andrew King,,00:02:44,Editions Marc Reift,,Concert Band,3.0,False,EMR42028,,,The Adventures Of Black Beauty,https://www.musicshopeurope.fr/the-adventures-of-black-beauty-emr42028?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Michal Worek,,,Jerry Goldsmith,,00:03:19,Editions Marc Reift,,Concert Band,3.0,False,EMR42026,,,Patton,https://www.musicshopeurope.fr/patton-emr42026?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Michal Worek,,,Pino Donaggio,,00:03:41,Editions Marc Reift,,Concert Band,2.0,False,EMR42016,,,Dressed To Kill,https://www.musicshopeurope.fr/dressed-to-kill-emr42016?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,John Glenesk Mortimer,,,Johann Strauss Sr.,,00:02:27,Editions Marc Reift,Classique,Concert Band,3.0,False,EMR42007,Op. 111,,Indianer Galopp,https://www.musicshopeurope.fr/indianer-galopp-emr42007?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Jérôme Naulais,,,George Gershwin,,00:03:30,Editions Marc Reift,,Concert Band/Harmonie and Piano,2.0,True,EMR28170,,,They Can't Take That Away From Me,https://www.musicshopeurope.fr/they-can-t-take-that-away-from-me-emr28170?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Jérôme Naulais,,,John Glenesk Mortimer,,00:02:30,Editions Marc Reift,,Concert Band/Harmonie and Piano,3.0,True,EMR26866,,,Manhattan Rag,https://www.musicshopeurope.fr/manhattan-rag-emr26866?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Jérôme Naulais,,,Gordon Macduff,,00:03:00,Editions Marc Reift,,Concert Band/Harmonie and Piano,2.5,True,EMR26849,,,Irish Rhapsody,https://www.musicshopeurope.fr/irish-rhapsody-emr26849?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Kadlec,,,James Scott,,,Editions Marc Reift,,Orchestre d'Harmonie,3.0,True,EMR26594,"Flexi-Band [4 Parts] Piano / Guitar, Bass Guitar, Drums, Percussion [optional]",,Frog Legs Rag,https://www.musicshopeurope.fr/frog-legs-rag-emr26594?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,,,,Dennis Armitage,,00:03:00,Editions Marc Reift,,Concert Band/Harmonie and Piano,3.0,True,EMR26119,,,Mexicano,https://www.musicshopeurope.fr/mexicano-emr26119?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,Jérôme Naulais,,,Josef Zawinul,,,Editions Marc Reift,,Orchestre d'Harmonie,4.0,True,EMR22620,"Flexi-Band [8 Parts] Piano, Guitar, Percussion, Drum Set optional",,Birdland,https://www.musicshopeurope.fr/birdland-emr22620?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,,,,Scott Joplin,,,Editions Marc Reift,,Orchestre d'Harmonie,,True,EMR1992,,,The Entertainer,https://www.musicshopeurope.fr/the-entertainer-emr1992?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35075
,,,,,John Lennon,,,Editions Marc Reift,,Orchestre d'Harmonie,4.0,True,EMR1775,,,Yellow Submarine,https://www.musicshopeurope.fr/yellow-submarine-emr1775
,,,,,,,,Editions Marc Reift,"TV, Film, Comédie musicale",Orchestre d'Harmonie,4.0,True,EMR1895,,,Guajira Del Sol,https://www.musicshopeurope.fr/guajira-del-sol-emr1895
,,Bertrand Moren,,,,,00:07:10,Editions Marc Reift,Disney,Orchestre d'Harmonie,4.0,True,EMR42186,,Film/TV,Moana Suite,https://www.musicshopeurope.fr/moana-suite-emr42186?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Karel Chudy,,,Vangelis,,00:06:09,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,False,EMR42185,,Film/TV,Alexander,https://www.musicshopeurope.fr/alexander-emr42185?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Bertrand Moren,,,John Debney,,00:08:17,Editions Marc Reift,Disney,Concert Band,4.0,False,EMR42178,,Film/TV,The Jungle Book,https://www.musicshopeurope.fr/the-jungle-book-emr42178?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Michal Worek,,,James Horner,,00:05:24,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,False,EMR42176,,Film/TV,The Rocketeer,https://www.musicshopeurope.fr/the-rocketeer-emr42176?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Tomas Moclan,,,Franz Lehár,,00:04:12,Editions Marc Reift,,Concert Band,3.0,False,EMR42175,,,"Meine Lippen, sie küssen so heiss",https://www.musicshopeurope.fr/meine-lippen-sie-k%c3%bcssen-so-heiss-emr42175?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Bertrand Moren,,,Michael Giacchino,,00:05:41,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,False,EMR42173,,Film/TV,Doctor Strange,https://www.musicshopeurope.fr/doctor-strange-emr42173?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Michal Worek,,,Franz Lehár,,00:03:21,Editions Marc Reift,,Concert Band,3.0,False,EMR42171,,,The Merry Widow March,https://www.musicshopeurope.fr/the-merry-widow-march-emr42171?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Jan Valta,,,John Williams,,00:09:08,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,False,EMR42163,,Film/TV,Hook,https://www.musicshopeurope.fr/hook-emr42163?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Marcel Saurer,,,David Arnold,,00:03:14,Editions Marc Reift,,Concert Band,3.0,False,EMR42162,James Bond 007,,Casino Royale,https://www.musicshopeurope.fr/casino-royale-emr42162?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Michal Worek,,,Basil Poledouris,,00:04:54,Editions Marc Reift,,Concert Band,4.0,False,EMR42159,,,Quigley Down Under,https://www.musicshopeurope.fr/quigley-down-under-emr42159?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Jirka Kadlec,,,Barry de Vorzon,,00:02:34,Editions Marc Reift,,Concert Band,3.0,False,EMR42156,,,S.W.A.T Theme,https://www.musicshopeurope.fr/s-w-a-t-theme-emr42156?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,John Glenesk Mortimer,,,John Morris,,00:06:41,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,False,EMR42143,,,Spaceballs,https://www.musicshopeurope.fr/spaceballs-emr42143?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Bertrand Moren,,,Brian Tyler,,00:07:46,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,False,EMR42142,,,Iron Man 3,https://www.musicshopeurope.fr/iron-man-3-emr42142?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,Michal Worek,,,Angelo Badalamenti,,00:02:56,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,3.0,False,EMR42141,Love Theme,,Cousins,https://www.musicshopeurope.fr/cousins-emr42141?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35100
,,,,,Traditional,,,Editions Marc Reift,,Orchestre d'Harmonie et Chœur,3.0,True,EMR1773C,,,O Holy Night,https://www.musicshopeurope.fr/o-holy-night-emr1773c
,,,,,,,,Editions Marc Reift,,Orchestre d'Harmonie,4.0,True,EMR1888,,,The Rock,https://www.musicshopeurope.fr/the-rock-emr1888
,,John Glenesk Mortimer,,,Henry Walford Davies,,00:02:13,Editions Marc Reift,Marche,Concert Band,3.0,False,EMR42325,,,Royal Air Force March Past,https://www.musicshopeurope.fr/royal-air-force-march-past-emr42325?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35125
,,John Glenesk Mortimer,,,,,00:02:35,Editions Marc Reift,"Musique traditionnelle anglaise, irlandaise, écossaise",Concert Band,2.0,False,EMR42312,,,The Wild Rover,https://www.musicshopeurope.fr/the-wild-rover-emr42312?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35125
,,John Glenesk Mortimer,,,Alessandro Marcello,,00:05:58,Editions Marc Reift,,Concert Band,4.0,False,EMR42308,Adapted from the Oboe Concerto,,Concerto in D Minor,https://www.musicshopeurope.fr/concerto-in-d-minor-emr42308?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35125
,,Karel Chudy,,,Bill Conti,,00:07:06,Editions Marc Reift,,Concert Band,4.0,False,EMR42306,,,Escape To Victory,https://www.musicshopeurope.fr/escape-to-victory-emr42306?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35125
,,Michal Worek,,,Jerry Goldsmith,,00:05:30,Editions Marc Reift,,Concert Band,4.0,False,EMR42305,,,Forever Young,https://www.musicshopeurope.fr/forever-young-emr42305?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d35125
