ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,,Douglas,,,,,00:03:15,Difem Publisher,Hymnes et chorals,Orchestre d'Harmonie,2.0,True,DIF94125,,Traditionnel,Nobody Knows,https://www.musicshopeurope.fr/nobody-knows-dif94125?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,,,,Tinturier,,00:02:51,Difem Publisher,Marche,Orchestre d'Harmonie,3.0,True,DIF94123,,,La Rocanne,https://www.musicshopeurope.fr/la-rocanne-dif94123?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,,,,Tinturier,,00:01:59,Difem Publisher,,Orchestre d'Harmonie,3.0,True,DIF94121,,,Indicatif,https://www.musicshopeurope.fr/indicatif-dif94121?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,,,,Edwards,,00:02:24,Difem Publisher,,Orchestre d'Harmonie,2.5,True,DIF94119,,,Hope,https://www.musicshopeurope.fr/hope-dif94119?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,Brian Douglas,,,Earle Hagen,,,Difem Publisher,,Concert Band/Harmonie and Flute Solo,,False,DIF94117,,,Harlem Nocturne,https://www.musicshopeurope.fr/harlem-nocturne-dif94117?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,,,,Edwards,,00:03:33,Difem Publisher,Œuvre solo et Orchestre,Orchestre d'Harmonie,3.0,True,DIF94115,,,"Duo Pack, Duet for Cornets",https://www.musicshopeurope.fr/duo-pack-duet-for-cornets-dif94115?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,Seidel,,,Morisod,,00:01:48,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF93680,choeur d'enfants & harmonie,,C'est Noël,https://www.musicshopeurope.fr/c-est-no%c3%abl-dif93680?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15025
,,,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00003,Walzer,,Faschingskinder Op. 382,https://www.musicshopeurope.fr/faschingskinder-op-382-dobbl--00003?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Kolly,,00:08:01,Difem Publisher,,Orchestre d'Harmonie,4.0,True,DIF9939,2. Kl. / 2eme div.,,Un Soupçon de Paganini,https://www.musicshopeurope.fr/un-soup%c3%a7on-de-paganini-dif9939?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Lugrin,,,Difem Publisher,,Orchestre d'Harmonie,3.0,True,DIF9920,3. Kl. / 3eme div.,,Ouverture Pastorale,https://www.musicshopeurope.fr/ouverture-pastorale-dif9920?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Favre,,00:12:00,Difem Publisher,,Orchestre d'Harmonie,5.0,True,DIF9884,1. Kl. / 1ere div.,,"Jambo, an African Safari",https://www.musicshopeurope.fr/jambo-an-african-safari-dif9884?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Krüttli,,,Difem Publisher,Études et exercices,Orchestre d'Harmonie,2.0,True,DIF97537,Deutsche Version,,Training with Bach,https://www.musicshopeurope.fr/training-with-bach-dif97537?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,Monnier,,,,,,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF97166,"Noël bressan, texte français - Ihr Kinderlein Kommet, texte allemand - Deck the Hall, texte anglais",,"Set 6, - 3 Noëls, pour ch?ur d'enfants et harmonie",https://www.musicshopeurope.fr/set-6-3-no%c3%abls-pour-ch-2-ur-d-enfants-et-harmonie-dif97166?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Hartmann,,,Difem Publisher,,Concert Band,,True,DIF9677,,,Fun for Young People,https://www.musicshopeurope.fr/fun-for-young-people-dif9677?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Hartmann,,00:02:59,Difem Publisher,Marche,Orchestre d'Harmonie,3.0,True,DIF9670,,,Festivity,https://www.musicshopeurope.fr/festivity-dif9670?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Gobbo,,00:02:41,Difem Publisher,Marche,Orchestre d'Harmonie,3.0,True,DIF9611,,,Re 460 Chaumont,https://www.musicshopeurope.fr/re-460-chaumont-dif9611?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,Monnier,,,,,00:01:39,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF95221,pour ch?ur d'enfants et harmonie,,"Set 5, 3 Noëls Anglo-Saxons - 3 English Christmas",https://www.musicshopeurope.fr/set-5-3-no%c3%abls-anglo-saxons-3-english-christmas-dif95221?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,Monnier,,,,,00:01:53,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF95220,"Villancico, (Espagnol), textes français et espagnol. Adeste Fideles, textes français et latin",,"Set 4, deux Noëls, pour ch?ur d'enfants / harmonie",https://www.musicshopeurope.fr/set-4-deux-no%c3%abls-pour-ch-2-ur-d-enfants-3-harmonie-dif95220?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,Monnier,,,,,00:02:50,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF95219,pour ch?ur d'enfants et harmonie,,"Set 3, 3 Noëls Allemands",https://www.musicshopeurope.fr/set-3-3-no%c3%abls-allemands-dif95219?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,Monnier,,,,,00:02:36,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF95218,pour ch?ur d'enfants et harmonie,,"Set 2, 3 Noëls français",https://www.musicshopeurope.fr/set-2-3-no%c3%abls-fran%c3%a7ais-dif95218?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,Monnier,,,,,00:03:14,Difem Publisher,Hymnes et chorals,Concert Band/Harmonie and Children's Choir,3.0,True,DIF95217,pour ch?ur d'enfants et harmonie,,"Set 1, 4 Noëls Français",https://www.musicshopeurope.fr/set-1-4-no%c3%abls-fran%c3%a7ais-dif95217?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Edwards,,00:03:33,Difem Publisher,Œuvre solo et Orchestre,Orchestre d'Harmonie,3.0,True,DIF94756,,,"Duo Pack, Duet for Cornets",https://www.musicshopeurope.fr/duo-pack-duet-for-cornets-dif94756?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Edwards,,00:03:09,Difem Publisher,Œuvre solo et Orchestre,Orchestre d'Harmonie,3.0,True,DIF94755,,,"Rialto, Alto Sax Solo",https://www.musicshopeurope.fr/rialto-alto-sax-solo-dif94755?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15050
,,,,,Edwards,,00:02:24,Difem Publisher,,Orchestre d'Harmonie,2.5,True,DIF94744,,,Hope,https://www.musicshopeurope.fr/hope-dif94744
,,,,,Anton Maurer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00280,"Doppelnr.: Franz Schubert, Ständchen",,Der Fidele Trompeter,https://www.musicshopeurope.fr/der-fidele-trompeter-dobbl--00280?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Hermann Dostal,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00277,Doppelnummer Mit Liebenauer-Marsch,,Fliegermarsch,https://www.musicshopeurope.fr/fliegermarsch-dobbl--00277?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Sepp Fellner,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00275B,Doppelnr. Mit Wagnes: Flitsch-Marsch,,Mei` Obaösterreich,https://www.musicshopeurope.fr/mei-14-oba%c3%b6sterreich-dobbl--00275b?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Eduard Wagnes,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00275,"Doppelnr. Mit Fellner, Sopr.: Mei Obaösterreich",,Flitsch-Marsch,https://www.musicshopeurope.fr/flitsch-marsch-dobbl--00275?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Hans Zeisner,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00273,,,"2 Sambas Oh Rio Rita, Der Chinesenschurl",https://www.musicshopeurope.fr/2-sambas-oh-rio-rita-der-chinesenschurl-dobbl--00273?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00272,"Doppelnr. Mit Cekal Othmar, Abendidylle",,Verliebt,https://www.musicshopeurope.fr/verliebt-dobbl--00272?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Gaigg,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00270,,,Wiener Tanzweisen Heft 1,https://www.musicshopeurope.fr/wiener-tanzweisen-heft-1-dobbl--00270?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,Hans Ahninger,,,,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00267,,,Zwölf Prozessionslieder,https://www.musicshopeurope.fr/zw%c3%b6lf-prozessionslieder-dobbl--00267?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Hans Schneider,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00261,,,Gruß Aus Wien,https://www.musicshopeurope.fr/gru%c3%9f-aus-wien-dobbl--00261?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,Hans Felix Husadel,,,Hans Stilp,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00255,Ouverture,,Radetzky,https://www.musicshopeurope.fr/radetzky-dobbl--00255?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Hans Schneider,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00250,,,Klingendes Österreich,https://www.musicshopeurope.fr/klingendes-%c3%96sterreich-dobbl--00250?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Hans Schneider,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00247,,,Ball Bei Ziehrer,https://www.musicshopeurope.fr/ball-bei-ziehrer-dobbl--00247?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00244KLB,,,Der Klarinetten Seppl - Der Klarinetten-Muckl,https://www.musicshopeurope.fr/der-klarinetten-seppl-der-klarinetten-muckl-dobbl--00244klb?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Klein,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00244GRB,,,Der Klarinetten Seppl - Der Klarinetten-Muckl,https://www.musicshopeurope.fr/der-klarinetten-seppl-der-klarinetten-muckl-dobbl--00244grb?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Anton Bernhauer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00235,,,Österreichische Marschperlen,https://www.musicshopeurope.fr/dobbl--00235?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Hans Kliment,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00234,,,Wiener Extrablätter,https://www.musicshopeurope.fr/wiener-extrabl%c3%a4tter-dobbl--00234?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15075
,,,,,Tinturier,,00:03:05,Difem Publisher,Hymnes et chorals,Orchestre d'Harmonie,3.0,True,DIF94743,,,A Touch of Gospel,https://www.musicshopeurope.fr/a-touch-of-gospel-dif94743
,,,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00003,Walzer,,Faschingskinder Op. 382,https://www.musicshopeurope.fr/faschingskinder-op-382-dobbl--00003
,,Ernst Schandl,,,Georg Friedrich Händel,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00343,,,Feuerwerksmusik,https://www.musicshopeurope.fr/feuerwerksmusik-dobbl--00343?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Johann Strauss Jr.,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00342,"Polka Schnell, Doppel?Nummr Mit Vancura, A.: Charmant und Galant. Intermezzo Op. 324",,Unter Donner und Blitz,https://www.musicshopeurope.fr/unter-donner-und-blitz-dobbl--00342?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Hermann Dostal,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00341,Doppelnr. Mit Katscher R.: Wenn Die Elisabeth. Foxtrot,,Flieger-Cha-Cha,https://www.musicshopeurope.fr/flieger-cha-cha-dobbl--00341?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Charly Gaudriot,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00340,"Doppelnr. Mit Ernst Track, Kavalier-Marsch",,Flott und Munter,https://www.musicshopeurope.fr/flott-und-munter-dobbl--00340?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Rudi Weiss,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00339,"Doppelnr.: Mosheimer Karl, Franz-Lehar-Marsch",,Hoch Liebenau,https://www.musicshopeurope.fr/hoch-liebenau-dobbl--00339?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Karl Pauspertl,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00337,,,"Heimat, Wie Schön Bist Du!",https://www.musicshopeurope.fr/heimat-wie-sch%c3%b6n-bist-du-dobbl--00337?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,Karl Pauspertl,,,Georg Friedrich Händel,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00335,A.D. Oratorium Der Messias,,Halleluja,https://www.musicshopeurope.fr/halleluja-dobbl--00335?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Karl Pauspertl,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00330,,,Romantische Suite,https://www.musicshopeurope.fr/romantische-suite-dobbl--00330?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
9790012045649,,Gustav Gaigg,,,Carl Zeller,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00329,"Nach Motiven der Operette ""Der Obersteiger""",,Grubenlichter Walzer,https://www.musicshopeurope.fr/grubenlichter-walzer-dobbl--00329?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00326,Walzer Aus Die Landstreicher Op. 488,,In Lauschiger Nacht,https://www.musicshopeurope.fr/in-lauschiger-nacht-dobbl--00326?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Hans Schneider,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00325,"Doppelnr. Mit Pauspertl, K.: Rohrbach Frei",,Erzherzog-Albrecht-Marsch,https://www.musicshopeurope.fr/erzherzog-albrecht-marsch-dobbl--00325?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00323,Ouverture,,Die Landstreicher,https://www.musicshopeurope.fr/die-landstreicher-dobbl--00323?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Johann Strauss Jr.,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00322,Ouverture,,Eine Nacht In Venedig,https://www.musicshopeurope.fr/eine-nacht-in-venedig-dobbl--00322?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,Gustav Gaigg,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00320,Ouverture,,Fesche Geister,https://www.musicshopeurope.fr/fesche-geister-dobbl--00320?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15100
,,,,,Tinturier,,00:02:29,Difem Publisher,,Orchestre d'Harmonie,3.0,True,DIF94741,,,Big Blues,https://www.musicshopeurope.fr/big-blues-dif94741
,,,,,Lugrin,,,Difem Publisher,,Orchestre d'Harmonie,3.0,True,DIF9920,3. Kl. / 3eme div.,,Ouverture Pastorale,https://www.musicshopeurope.fr/ouverture-pastorale-dif9920
,,,,,Anton Maurer,,,Doblinger Verlag,,Concert Band,,False,DOBBL-00280,"Doppelnr.: Franz Schubert, Ständchen",,Der Fidele Trompeter,https://www.musicshopeurope.fr/der-fidele-trompeter-dobbl--00280
,,H. Schadenbauer,,,Carl Michael Ziehrer,,,Doblinger Verlag,,Concert Band,,False,DOBZE-00001,Op. 377,,Dornermarsch,https://www.musicshopeurope.fr/dornermarsch-dobze--00001?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d15125
