ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,,Bertrand Moren,,,John Philip Sousa,,,Editions Marc Reift,Marche,Concert Band,3.0,True,EMR12117,March Format,,Semper Fidelis,https://www.musicshopeurope.fr/semper-fidelis-emr12117?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,John Glenesk Mortimer,,,Philippe Rombi,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12115,Hymne des Fraternisés,,I'm Dreaming Of Home,https://www.musicshopeurope.fr/i-m-dreaming-of-home-emr12115?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,Jirka Kadlec,,,Basil Poledouris,,,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,True,EMR12114,,,Conan The Barbarian,https://www.musicshopeurope.fr/conan-the-barbarian-emr12114?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,,,,Bertrand Moren,,,Editions Marc Reift,,Concert Band,5.0,True,EMR12110,,,The Son Of The Sun,https://www.musicshopeurope.fr/the-son-of-the-sun-emr12110?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,,,,Dennis Armitage,,,Editions Marc Reift,,Orchestre d'Harmonie,2.5,True,EMR1211,,,Lollypop Waltz,https://www.musicshopeurope.fr/lollypop-waltz-emr1211?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,Möller,,,Johann Strauss,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12108,,,Also Sprach Zarathustra,https://www.musicshopeurope.fr/also-sprach-zarathustra-emr12108?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,Bertrand Moren,,,Astor Piazzolla,,,Editions Marc Reift,,Concert Band/Harmonie and Solo,3.0,True,EMR12106,,,Oblivion,https://www.musicshopeurope.fr/oblivion-emr12106?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17525
,,,,,Jirka Kadlec,,,Editions Marc Reift,,Concert Band and Saxophone Solo,5.0,True,EMR12160,,,Funkysax,https://www.musicshopeurope.fr/funkysax-emr12160?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Jirka Kadlec,,,Editions Marc Reift,,Concert Band and Trombone Solo,5.0,True,EMR12159,,,Funkybone,https://www.musicshopeurope.fr/funkybone-emr12159?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Arsène Duc,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12157,,,Marche de Diamant,https://www.musicshopeurope.fr/marche-de-diamant-emr12157?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,John Glenesk Mortimer,,,Ludwig van Beethoven,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12155,,,Two Marches,https://www.musicshopeurope.fr/two-marches-emr12155?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,John Glenesk Mortimer,,,Ludwig van Beethoven,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12154,,,Military March,https://www.musicshopeurope.fr/military-march-emr12154?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,John Glenesk Mortimer,,,Louis Moreau Gottschalk,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12153,,,Hurrah,https://www.musicshopeurope.fr/hurrah-emr12153?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,Chudy,,,Sergei Rachmaninov,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12152,,,Vocalise,https://www.musicshopeurope.fr/vocalise-emr12152?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,Jirka Kadlec,,,Jacques Reveaux,,,Editions Marc Reift,,Concert Band and Trumpet Solo,4.0,True,EMR12150,Comme d'habitude,,My Way,https://www.musicshopeurope.fr/my-way-emr12150?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Dennis Armitage,,,Editions Marc Reift,,Orchestre d'Harmonie,4.0,True,EMR1215,,,Samba Tramba,https://www.musicshopeurope.fr/samba-tramba-emr1215?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,John Glenesk Mortimer,,,Ludwig van Beethoven,,,Editions Marc Reift,Marche,Concert Band,3.0,True,EMR12149,Grand Tattoo March,,Zapfenstreichmarsch,https://www.musicshopeurope.fr/zapfenstreichmarsch-emr12149?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,Jirka Kadlec,,,Jimmy Webb,,,Editions Marc Reift,,Concert Band and Trumpet Solo,4.0,True,EMR12148,,,MacArthur Park,https://www.musicshopeurope.fr/macarthur-park-emr12148?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,Bertrand Moren,,,Carl Teike,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12147,,,Alte Kameraden,https://www.musicshopeurope.fr/alte-kameraden-emr12147?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Carlos Montana,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12146,,,Chicas Bananas,https://www.musicshopeurope.fr/chicas-bananas-emr12146?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Ted Barclay,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12145,,,Tycoon,https://www.musicshopeurope.fr/tycoon-emr12145?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Ted Barclay,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12144,,,Golden Bells,https://www.musicshopeurope.fr/golden-bells-emr12144?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,,,,Ted Barclay,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12143,,,Acropolis,https://www.musicshopeurope.fr/acropolis-emr12143?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17550
,,Kabat,,,Basil Poledouris,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12131,,,Robocop 3,https://www.musicshopeurope.fr/robocop-3-emr12131
,,Worek,,,John Barry,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12207,,,Raise The Titanic,https://www.musicshopeurope.fr/raise-the-titanic-emr12207?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Bertrand Moren,,,Julius Fucik,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12203,,,Triglav March,https://www.musicshopeurope.fr/triglav-march-emr12203?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Bertrand Moren,,,Julius Fucik,,,Editions Marc Reift,Marche,Concert Band,3.0,True,EMR12200,Marche Hongroise Triomphale,,Attila,https://www.musicshopeurope.fr/attila-emr12200?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,Frantisek Jerabek,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12198,,,Bassman,https://www.musicshopeurope.fr/bassman-emr12198?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,Ernesto Lecuona,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12197,,,Malaguena,https://www.musicshopeurope.fr/malaguena-emr12197?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,Alan Silvestri,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12195,,,A Christmas Carol,https://www.musicshopeurope.fr/a-christmas-carol-emr12195?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Kabat,,,Edward Shearmur,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12192,,,Sky Captain And The World Of Tomorrow,https://www.musicshopeurope.fr/sky-captain-and-the-world-of-tomorrow-emr12192?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,,,,Dennis Armitage,,,Editions Marc Reift,,Orchestre d'Harmonie,2.0,True,EMR1219,,,My Bonny (Cha-Cha),https://www.musicshopeurope.fr/my-bonny-cha-cha-emr1219?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,John Barry,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12188,,,The Lion In Winter,https://www.musicshopeurope.fr/the-lion-in-winter-emr12188?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,, Adele,,Paul Epworth,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12186,,,Skyfall Theme,https://www.musicshopeurope.fr/skyfall-theme-emr12186?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,Shirley Walker,,,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,4.0,True,EMR12183,,,Batman: Mask Of The Phantasm,https://www.musicshopeurope.fr/batman-mask-of-the-phantasm-emr12183?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,Jerry Goldsmith,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12181,,,The Swarm,https://www.musicshopeurope.fr/the-swarm-emr12181?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Bertrand Moren,,,Roy Newsome,,,Editions Marc Reift,,Concert Band and Trombone Solo,5.0,True,EMR12180,,,Concertino Olympic,https://www.musicshopeurope.fr/concertino-olympic-emr12180?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,John Glenesk Mortimer,,,Louis Moreau Gottschalk,,,Editions Marc Reift,Marche,Concert Band,3.0,True,EMR12178,Marche des Gibaros,,Souvenir De Puerto Rico,https://www.musicshopeurope.fr/souvenir-de-puerto-rico-emr12178?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jirka Kadlec,,,James Newton Howard,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12177,,,Blood Diamond,https://www.musicshopeurope.fr/blood-diamond-emr12177?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17575
,,Jiri Kadlec,,,Hans Zimmer,,00:05:44,Editions Marc Reift,,Concert Band,4.0,True,EMR12130,,,Backdraft,https://www.musicshopeurope.fr/backdraft-emr12130
,,,,,Jirka Kadlec,,,Editions Marc Reift,,Concert Band and Saxophone Solo,5.0,True,EMR12160,,,Funkysax,https://www.musicshopeurope.fr/funkysax-emr12160
,,Worek,,,Bruce Broughton,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12245,,,Tombstone,https://www.musicshopeurope.fr/tombstone-emr12245?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Worek,,,David Rose,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12244,La Petite Maison Dans La Prairie / Unsere Kleine Farm,,Little House On The Prairie,https://www.musicshopeurope.fr/little-house-on-the-prairie-emr12244?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Jirka Kadlec,,,Basil Poledouris,,,Editions Marc Reift,"TV, Film, Comédie musicale",Concert Band,3.0,True,EMR12242,,,Conan The Destroyer,https://www.musicshopeurope.fr/conan-the-destroyer-emr12242?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Bertrand Moren,,,Herman Bellstedt,,,Editions Marc Reift,,Concert Band and Trumpet Solo,5.0,True,EMR12241,,,Napoli,https://www.musicshopeurope.fr/napoli-emr12241?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Kabat,,,Alan Silvestri,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12239,,,Contact,https://www.musicshopeurope.fr/contact-emr12239?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Chudy,,,James Horner,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12238,,,The Karate Kid,https://www.musicshopeurope.fr/the-karate-kid-emr12238?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Worek,,,Max Steiner,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12237,,,Adventures Of Don Juan,https://www.musicshopeurope.fr/adventures-of-don-juan-emr12237?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Bertrand Moren,,,Claudio S. Grafulla,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12235,,,Washington Grays,https://www.musicshopeurope.fr/washington-grays-emr12235?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Barry,,,Leonard Cohen,,,Editions Marc Reift,Marche,Concert Band,3.0,True,EMR12233,March Format,,Hallelujah,https://www.musicshopeurope.fr/hallelujah-emr12233?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Fienga,,,Pharrell Williams,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12231,,,Get Lucky,https://www.musicshopeurope.fr/get-lucky-emr12231?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Jirka Kadlec,,,Serge Gauya,,00:03:52,Editions Marc Reift,Jazz,Orchestre d'Harmonie,3.0,True,EMR12229,Rouge et Blanc Hymne Fc Sion,,Red and White,https://www.musicshopeurope.fr/red-and-white-emr12229?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Joe Bellini,,,Serge Gauya,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12228,Rouge et Blanc,,Red & White,https://www.musicshopeurope.fr/red-1-white-emr12228?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,Bertrand Moren,,,Edwin Eugene Bagley,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12227,,,National Emblem,https://www.musicshopeurope.fr/national-emblem-emr12227?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,John Glenesk Mortimer,,,Jean-Philippe Rameau,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12220,from Les Indes Galantes,,Rondeau,https://www.musicshopeurope.fr/rondeau-emr12220?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17600
,,,,,Dennis Armitage,,,Editions Marc Reift,,Orchestre d'Harmonie,3.0,True,EMR1213,,,Let's all Take it Easy (Dixieland),https://www.musicshopeurope.fr/let-s-all-take-it-easy-dixieland-emr1213
,,,,,Jirka Kadlec,,,Editions Marc Reift,,Concert Band and Trombone Solo,5.0,True,EMR12159,,,Funkybone,https://www.musicshopeurope.fr/funkybone-emr12159
,,John Glenesk Mortimer,,,,,,Editions Marc Reift,,Concert Band and Mixed Choir,3.0,True,EMR12287,,,Down By The Salley Gardens,https://www.musicshopeurope.fr/down-by-the-salley-gardens-emr12287?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,John Glenesk Mortimer,,,,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12286,,,Down By The Salley Gardens,https://www.musicshopeurope.fr/down-by-the-salley-gardens-emr12286?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,Jirka Kadlec,,,Tom Scott,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12285,,,Starsky & Hutch,https://www.musicshopeurope.fr/starsky-1-hutch-emr12285?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,Jirka Kadlec,,,Osvaldo Farres,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12283,,,Quizas Quizas Quizas,https://www.musicshopeurope.fr/quizas-quizas-quizas-emr12283?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,Jérôme Naulais,,,,,,Editions Marc Reift,Marche,Concert Band/Harmonie and Solo,2.0,True,EMR12282,March Format,,Il Silenzio,https://www.musicshopeurope.fr/il-silenzio-emr12282?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,Fienga,Maroon 5,,,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12278,,,Moves Like Jagger,https://www.musicshopeurope.fr/moves-like-jagger-emr12278?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,Jirka Kadlec,,,Jean-Jacques Goldman,,,Editions Marc Reift,,Concert Band,3.0,True,EMR12275,Sung by Céline Dion,,Pour Que Tu M'Aimes Encore,https://www.musicshopeurope.fr/pour-que-tu-m-aimes-encore-emr12275?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
,,Worek,,,Don Davis,,,Editions Marc Reift,,Concert Band,4.0,True,EMR12274,,,The Matrix Revolutions,https://www.musicshopeurope.fr/the-matrix-revolutions-emr12274?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d17625
